customerid,name,address,citystatezip,birthdate,phone,timezone,lat,long
3063,"Michael Lawson","56-9 134th St","Flushing, NY 11355","1970-06-09","315-219-4243","America/New_York",40.74841,-73.83079
3064,"Adam Brown","515 Ave J","Brooklyn, NY 11230","1960-12-23","315-450-2204","America/New_York",40.62528,-73.96981
3065,"Stephen Campbell","2823 Frederick Douglass Blvd","Manhattan, NY 10039","1997-05-03","585-336-3499","America/New_York",40.82549,-73.94051
3066,"Megan Chaney","158D E Broadway","Manhattan, NY 10002","1987-04-07","516-830-2406","America/New_York",40.71460,-73.98579
3067,"John Davis","908C Morris Park Ave","Bronx, NY 10462","1994-04-05","838-888-1718","America/New_York",40.84771,-73.86443
3068,"Nicole Wilson","208 Ramapo Ave","Staten Island, NY 10309","1967-06-21","631-507-6048","America/New_York",40.53984,-74.20782
3069,"Margaret Montgomery","125 7th Ln W","Brooklyn, NY 11239","1982-11-30","315-868-5717","America/New_York",40.65010,-73.94960
3070,"Thomas Chan","2468 33rd Ln","Sebring, FL 33875","1981-06-24","727-529-3593","America/New_York",27.47700,-81.45300
3071,"David Booker","4374 NW 8th St","New York, NY 11212","1985-08-25","914-273-0641","America/New_York",40.69430,-73.92490
3072,"Alexandra Brown","54-28 195th St","Fresh Meadows, NY 11365","1963-01-05","347-290-3525","America/New_York",40.74569,-73.78500
3073,"George Henderson Jr.","978A E 78th St","Brooklyn, NY 11236","1996-11-29","838-709-6475","America/New_York",40.63498,-73.91416
3074,"Brent Whitaker","108B Mulberry St","Manhattan, NY 10013","1970-09-07","716-376-6452","America/New_York",40.71962,-73.99917
3075,"William Lyons","3132 SE 3rd Way","South Bend, IN 46619","1979-01-23","219-577-0661","America/Indiana/Indianapolis",41.67670,-86.26960
3076,"Rebecca Brown","189-2 Jamaica Ave","Hollis, NY 11423","1975-12-06","315-570-2162","America/New_York",40.71065,-73.75630
3077,"Melvin Barnes","77 E 50th St","Manhattan, NY 10022","1994-07-10","516-592-4935","America/New_York",40.75313,-73.97390
3078,"Jamie Pennington","2248 Plumb 1st St","Brooklyn, NY 11229","1981-11-12","516-624-2056","America/New_York",40.59922,-73.93303
3079,"Michael Contreras","415A 20th St","Brooklyn, NY 11215","1973-03-14","718-936-7151","America/New_York",40.66176,-73.98613
3080,"Shannon Santiago","1956B White Plains Rd","Bronx, NY 10462","1961-10-30","838-566-9495","America/New_York",40.84700,-73.86731
3081,"Rebecca Tara Montgomery","2066 Park Rd","Abilene, TX 79606","1983-10-06","469-736-8892","America/Chicago",32.45430,-99.73840
3082,"William Ayers","2971 Park Rd","Des Moines, IA 50320","1969-10-06","515-714-2466","America/Chicago",41.57250,-93.61050
3083,"Tommy Colon","63-20 Wetherole St","Rego Park, NY 11374","1975-08-02","315-795-0319","America/New_York",40.72791,-73.86808
3084,"William Salazar","33-27 Broadway","Astoria, NY 11106","1987-01-15","516-354-6055","America/New_York",40.76059,-73.92609
3085,"Jessica Sweeney","3413 Wright Ave","Bronx, NY 10475","1965-09-16","680-895-7451","America/New_York",40.88091,-73.83323
3086,"Brandon Bowman","1900 Vyse Ave","Bronx, NY 10460","1983-01-22","516-204-2135","America/New_York",40.83597,-73.88406
3087,"Linda Johnson","3805 S Dogwood Ave","Atlanta, GA 30311","1994-04-09","912-213-7117","America/New_York",33.76280,-84.42200
3088,"Amanda Oconnell","65½ E 89th St","Manhattan, NY 10128","1961-07-09","914-490-3996","America/New_York",40.78153,-73.94502
3089,"Shannon Sullivan","1315A Rockland Ave","Staten Island, NY 10314","1955-12-04","315-330-9317","America/New_York",40.59140,-74.15165
3090,"Joshua Green","148-12 Union Turnpike","Jamaica, NY 11435","1969-12-08","516-667-7717","America/New_York",40.71809,-73.81370
3091,"Gary Smith","1720A Amsterdam Ave","Manhattan, NY 10031","1985-12-14","315-523-5914","America/New_York",40.82371,-73.95178
3092,"Jessica Hall","25-16 Borough Pl","Woodside, NY 11377","2001-06-28","631-675-8280","America/New_York",40.76265,-73.90336
3093,"Ronald Harrell","1949 Strang Ave","Bronx, NY 10466","1953-09-18","315-788-9873","America/New_York",40.89062,-73.83535
3094,"Jesus Thompson IV","101 10th Rd N","Jacksonville, FL 32258","1964-12-31","561-351-8225","America/New_York",30.33220,-81.67490
3095,"Danielle Joanna Frazier","26-17 143rd St","Flushing, NY 11354","1962-03-24","315-789-1169","America/New_York",40.77626,-73.82584
3096,"Melissa Yang","2975G Amboy Rd","Staten Island, NY 10306","1992-04-08","838-599-0221","America/New_York",40.57315,-74.13662
3097,"Emily Tucker","184 Senator St","Brooklyn, NY 11220","1960-01-07","315-237-6458","America/New_York",40.63427,-74.01954
3098,"Suzanne Brown","3126 7th Pl","Baton Rouge, LA 70801","1993-07-16","985-556-6343","America/Chicago",30.44200,-91.13110
3099,"Robert Morse","2203 E 15th St","Brooklyn, NY 11229","1988-06-19","838-305-4623","America/New_York",40.60210,-73.95704
3100,"Brian Avery","2317 NW Park Rd","Baltimore, MD 21213","1983-09-02","667-944-7130","America/New_York",39.30510,-76.61440
3101,"Sheila Hubbard","277A Highland Blvd","Brooklyn, NY 11207","1965-01-26","838-260-3735","America/New_York",40.68112,-73.89623
3102,"Suzanne Moore","694 Maple St","Brooklyn, NY 11203","2001-03-07","838-323-9078","America/New_York",40.66129,-73.93426
3103,"Lee Hall","3465 Cortelyou Rd","Brooklyn, NY 11203","2000-04-29","585-481-2498","America/New_York",40.64476,-73.94453
3104,"Jeffrey Pace","810A E 138th St","Bronx, NY 10454","1968-08-11","516-896-7678","America/New_York",40.81056,-73.92562
3105,"Sara Houston","2722 N Park Rd","Laredo, TX 78041","1977-01-03","682-442-4557","America/Chicago",27.56250,-99.48740
3106,"David Garcia","886A E New York Ave","Brooklyn, NY 11203","2000-06-06","315-589-6383","America/New_York",40.66260,-73.93797
3107,"Robert Garcia","3627B Jerome Ave","Bronx, NY 10467","1983-05-08","838-359-7644","America/New_York",40.88613,-73.88026
3108,"James Norris","1710 NE 9th Dr","Boston, MA 02126","1999-12-07","774-486-1114","America/New_York",42.31880,-71.08520
3109,"Kevin Greene","131-9 102nd Ave","South Richmond Hill, NY 11419","1989-07-09","838-667-3011","America/New_York",40.69242,-73.81507
3110,"Angelica Jones","2344 12th Ave","Manhattan, NY 10031","1976-03-21","607-863-4684","America/New_York",40.82061,-73.95845
3111,"Brenda Graham","1006 Thomas S Boyland St","Brooklyn, NY 11212","1966-11-08","516-384-4129","America/New_York",40.66262,-73.91164
3112,"Derrick Foster","642 Main Pl","Holladay, UT 84124","1959-04-13","385-553-4867","America/Denver",40.66000,-111.82260
3113,"Mandy Richards","160A 41st St","Brooklyn, NY 11232","1981-10-29","516-637-9644","America/New_York",40.65242,-74.00966
3114,"Dawn Rodriguez","37-30 64th St","Woodside, NY 11377","1970-11-22","838-977-6684","America/New_York",40.73669,-73.90147
3115,"Evelyn Spears","1004 Apache Way","Tucson, AZ 85707","1999-03-07","928-300-8722","America/Phoenix",32.15410,-110.87870
3116,"Jennifer Mack","1074A Clay Ave","Bronx, NY 10456","1965-06-15","838-628-6906","America/New_York",40.83702,-73.90681
3117,"John Meyer","855 E 149th St","Bronx, NY 10455","1954-02-07","516-278-3296","America/New_York",40.80796,-73.90889
3118,"Jordan Griffin","860 Elton Ave","Bronx, NY 10451","1971-05-25","716-455-9571","America/New_York",40.82241,-73.91268
3119,"Micheal Gill II","40-11 31st Ave","Astoria, NY 11103","1956-11-14","838-205-7615","America/New_York",40.76071,-73.91818
3120,"Gregory Yoder","2420 Rear Bathgate Ave","Bronx, NY 10458","1980-03-14","838-443-9796","America/New_York",40.85673,-73.88860
3121,"Travis Keller","136 E 12th Way","Seabrook, TX 77586","1956-01-20","281-346-8152","America/Chicago",29.57510,-95.02350
3122,"Kevin Strong","1810 SW Park Pl","Hagerstown, MD 21742","1979-11-01","443-352-1945","America/New_York",39.64010,-77.72170
3123,"Kelly Phillips","97-6 135th Rd","Ozone Park, NY 11417","1992-02-05","838-467-1855","America/New_York",40.67369,-73.83826
3124,"John Harrison","96-14 Rockaway Beach Blvd","Far Rockaway, NY 11693","1961-05-26","315-228-3333","America/New_York",40.58896,-73.81768
3125,"David Hicks","2607 Aspen Ave SE","Midland, CO 80814","1970-07-28","970-292-3745","America/Denver",38.84680,-105.15790
3126,"Jennifer Romero","48-79 Vernon Blvd","Long Island City, NY 11101","1996-07-07","516-918-9117","America/New_York",40.75722,-73.94497
3127,"Autumn Wall","470A E 118th St","Manhattan, NY 10035","1953-03-22","516-480-6807","America/New_York",40.80188,-73.93463
3128,"Roberta Green","40B Treadwell Ave","Staten Island, NY 10302","1968-03-10","838-242-3198","America/New_York",40.63477,-74.13905
3129,"Danielle Pittman","691A Seneca Ave","Ridgewood, NY 11385","1959-08-06","838-397-8640","America/New_York",40.70369,-73.91798
3130,"Larry Webster","185-15 69th Ave","Fresh Meadows, NY 11365","1999-08-25","929-475-8887","America/New_York",40.73573,-73.80140
3131,"Misty Ramos","1601 E Park Rd","New York, NY 10018","1963-08-07","838-718-0610","America/New_York",40.69430,-73.92490
3132,"Lauren Santana","47-10 Broadway","Astoria, NY 11103","1986-05-13","516-448-4938","America/New_York",40.75660,-73.91299
3133,"Danielle Cruz","520A Georgia Ave","Brooklyn, NY 11207","1937-06-08","607-597-6875","America/New_York",40.67326,-73.89786
3134,"Ralph Rivera II","171 Park Ln NE","Clovis, CA 93611","1971-03-18","530-393-4767","America/Los_Angeles",36.82780,-119.68300
3135,"Linda Wheeler","84-65 54th Ave","Elmhurst, NY 11373","1994-12-02","680-228-7100","America/New_York",40.73630,-73.87633
3136,"Mallory Randolph","159-37 84th St","Howard Beach, NY 11414","1961-08-28","315-304-4843","America/New_York",40.66658,-73.85121
3137,"Joseph Romero","1268 Clay Ave","Bronx, NY 10456","1989-10-10","716-431-9124","America/New_York",40.83658,-73.91193
3138,"Michael Bell","732 Main St","Manhattan, NY 10044","1982-05-28","315-945-7901","America/New_York",40.76609,-73.95063
3139,"Robin Marks","26-40 23rd St","Astoria, NY 11102","1979-02-11","516-256-5220","America/New_York",40.77204,-73.92466
3140,"Alexandra Salazar","59B E Tremont Ave","Bronx, NY 10453","2001-04-17","607-699-4619","America/New_York",40.85101,-73.90760
3141,"Justin Huffman","11A Mac Dougal Alley","Manhattan, NY 10011","1995-11-18","914-338-9996","America/New_York",40.73231,-73.99727
3142,"Andrea Myers","227½ N 6th St","Brooklyn, NY 11211","1988-01-15","914-218-6086","America/New_York",40.71576,-73.95579
3143,"Lori Romero","256A Kingston Ave","Brooklyn, NY 11213","1970-03-14","838-509-9948","America/New_York",40.67081,-73.94135
3144,"Laura Rodriguez","26 Lefferts Pl","Brooklyn, NY 11238","1986-03-08","838-374-6980","America/New_York",40.68184,-73.95904
3145,"Bill Wright Jr.","31-29 106th St","East Elmhurst, NY 11369","1986-09-30","914-630-6728","America/New_York",40.75893,-73.86307
3146,"Amanda Smith","104-36 Guy R Brewer Blvd","Jamaica, NY 11433","1961-06-17","585-861-4867","America/New_York",40.69176,-73.78701
3147,"Jacob Zimmerman","1367 Drumgoole Rd W","Staten Island, NY 10312","1981-11-05","315-876-1182","America/New_York",40.54842,-74.19647
3148,"Alejandro Fowler","158-46 Foch Blvd","Jamaica, NY 11434","1990-01-25","680-883-4589","America/New_York",40.68310,-73.79026
3149,"Denise Li","159 Glen St","Brooklyn, NY 11208","1987-10-01","315-495-5875","America/New_York",40.68048,-73.87187
3150,"Elizabeth Roberts","206B W 30th St","Manhattan, NY 10001","1947-06-18","585-219-8348","America/New_York",40.74969,-73.99953
3151,"Christine Sanders","68-38 Parsons Blvd","Flushing, NY 11367","1989-03-28","914-261-1006","America/New_York",40.73079,-73.80957
3152,"Joseph Wheeler","2709 Heath Ave","Bronx, NY 10463","1958-05-22","585-304-2407","America/New_York",40.87425,-73.90283
3153,"Darren Freeman","2193B Surf Ave","Brooklyn, NY 11224","1937-04-26","838-608-4355","America/New_York",40.57918,-73.98823
3154,"Sydney Lewis","188 Irwin St","Brooklyn, NY 11235","1996-11-06","212-607-9747","America/New_York",40.57914,-73.94405
3155,"Nathaniel Green","37-18 163rd St","Flushing, NY 11358","1971-05-17","838-787-4960","America/New_York",40.76051,-73.80243
3156,"Shelly Wallace","556 Prospect Ave","Bronx, NY 10455","1971-11-01","516-733-3191","America/New_York",40.81454,-73.90181
3157,"Karen Alicia Black","245 E 28th St","Manhattan, NY 10016","1971-05-17","914-224-5471","America/New_York",40.74146,-73.97866
3158,"Lisa Hogan","850 NW 49th Rd","North Lauderdale, FL 33068","1956-08-11","727-204-6265","America/New_York",26.21130,-80.22090
3159,"Lisa Gilmore","1354A College Ave","Bronx, NY 10456","1963-05-25","607-771-4306","America/New_York",40.83102,-73.91385
3160,"Matthew Miller","4173 Aspen Dr NE","Denver, CO 80223","1981-03-14","970-646-2722","America/Denver",39.76200,-104.87580
3161,"Adrienne Klein","5708 Ave K","Brooklyn, NY 11234","1990-10-23","838-240-4312","America/New_York",40.62592,-73.92568
3162,"Anne Spence","3110 SE Park Ave","New York, NY 11102","1964-07-28","838-624-9849","America/New_York",40.69430,-73.92490
3163,"Anthony Hernandez","1932 Park Pl N","McAllen, TX 78503","1949-06-09","512-560-5257","America/Chicago",26.22520,-98.24670
3164,"Jeffery Fuentes","869A Southern Blvd","Bronx, NY 10459","1991-07-16","585-566-5942","America/New_York",40.82393,-73.89202
3165,"Latasha Stephens","73-68 213th St","Oakland Gardens, NY 11364","1979-09-13","516-559-7845","America/New_York",40.74386,-73.76575
3166,"Daniel Green","228 5th Pl S","Columbus, OH 43110","1998-11-29","937-315-7395","America/New_York",39.98620,-82.98550
3167,"Eric Escobar","405 Brooklyn Ave","Brooklyn, NY 11225","1987-11-09","516-630-9979","America/New_York",40.66224,-73.94530
3168,"Levi Sanchez","100 SE Park Rd","Chicago, IL 60652","1952-11-09","618-835-9354","America/Chicago",41.83750,-87.68660
3169,"Grace Patel","4663 13th Ave S","New York, NY 10177","1965-11-14","315-882-4326","America/New_York",40.69430,-73.92490
3170,"Gail Lozano","185-13 Radnor Rd","Jamaica, NY 11432","1953-10-06","646-864-8679","America/New_York",40.72066,-73.78338
3171,"Jerry Jones","4152 77th Dr","Navarre, FL 32566","1960-07-18","407-331-2617","America/Chicago",30.41740,-86.89070
3172,"Gabrielle Garcia","1365 Teller Ave","Bronx, NY 10456","1984-03-29","516-923-4639","America/New_York",40.82754,-73.91115
3173,"Erica Williams","760 64th St","Brooklyn, NY 11220","1943-04-01","315-736-5528","America/New_York",40.63695,-74.01899
3174,"Paul Gamble","1266-51 Cooper Ave","Ridgewood, NY 11385","1987-08-08","516-378-9375","America/New_York",40.69302,-73.87999
3175,"William Lopez","608B Marcy Ave","Brooklyn, NY 11206","1981-04-08","585-602-4681","America/New_York",40.69634,-73.95220
3176,"Jason Burke","3698B Barnes Ave","Bronx, NY 10467","1993-07-25","315-697-3522","America/New_York",40.87861,-73.86372
3177,"Ronald Owens","832 St Johns Pl","Brooklyn, NY 11216","1988-03-01","680-673-9757","America/New_York",40.67238,-73.95259
3178,"Amy Black","69A E 115th St","Manhattan, NY 10029","1966-01-07","716-747-5594","America/New_York",40.79745,-73.93771
3179,"James Arnold","70-17 88th St","Ridgewood, NY 11385","1947-12-09","516-720-5827","America/New_York",40.70584,-73.86466
3180,"Kimberly Becky Bush","25A Spencer Pl","Brooklyn, NY 11216","1963-06-14","585-258-6960","America/New_York",40.68128,-73.95458
3181,"Larry Skinner","226B W 146th St","Manhattan, NY 10039","2001-05-29","315-679-7697","America/New_York",40.82180,-73.93815
3182,"Candice Owens","206 E 96th St","Manhattan, NY 10128","1957-11-17","631-559-8509","America/New_York",40.78722,-73.94707
3183,"Michelle Wilson","341 Jefferson St","Brooklyn, NY 11237","1959-02-26","838-919-3007","America/New_York",40.70391,-73.92226
3184,"Sharon Alvarez","88-82 214th St","Queens Village, NY 11427","1958-10-22","332-212-8643","America/New_York",40.72543,-73.75566
3185,"Justin Fisher II","206A W 74th St","Manhattan, NY 10023","1980-06-13","838-356-9960","America/New_York",40.78036,-73.97956
3186,"Clinton Vasquez","4727 Beach 47th St","Brooklyn, NY 11224","1975-01-08","585-884-4417","America/New_York",40.57672,-74.01173
3187,"Juan Lopez","183A Malcolm X Blvd","Brooklyn, NY 11221","2001-02-16","585-569-7172","America/New_York",40.68657,-73.93053
3188,"Paul Fernandez","2489C Valentine Ave","Bronx, NY 10458","1956-08-11","315-542-0983","America/New_York",40.86572,-73.89467
3189,"Katrina Acosta","50A Greene St","Manhattan, NY 10013","1963-06-17","516-547-3201","America/New_York",40.72170,-74.00220
3190,"Arthur Anderson","1829 Park Ln","Wauwatosa, WI 53222","1990-12-30","920-541-5602","America/Chicago",43.06160,-88.03470
3191,"Patricia Higgins","425A Pulaski St","Brooklyn, NY 11221","1976-04-23","838-888-6142","America/New_York",40.69418,-73.93317
3192,"William White","2877 E 8th St","Los Angeles, CA 90023","1988-07-26","408-299-3492","America/Los_Angeles",34.11410,-118.40680
3193,"Marissa Ferguson","1258 Park Ave","Westmont, NJ 08107","1990-04-03","973-862-8790","America/New_York",39.90820,-75.05510
3194,"Juan Mcclain","590 Park Way","Bronxville, NY 10708","1954-02-28","917-253-4230","America/New_York",40.93950,-73.82650
3195,"Christina Mcdonald","68-17 74th Ave","Forest Hills, NY 11375","1966-01-07","347-407-0247","America/New_York",40.71654,-73.84353
3196,"Patricia Bowers","3067 Heath Ave","Bronx, NY 10463","1968-01-29","934-400-6075","America/New_York",40.87031,-73.90097
3197,"Jacob Padilla","1262 41st St","Brooklyn, NY 11219","1970-05-27","212-651-2921","America/New_York",40.63728,-73.99248
3198,"Hannah Kristen Griffin","133-32 114th St","Richmond Hill, NY 11418","1949-09-24","838-248-1873","America/New_York",40.70199,-73.83230
3199,"Gabrielle Roberts","137 Hale Ave","Brooklyn, NY 11208","1989-08-03","914-494-4173","America/New_York",40.68555,-73.87996
3200,"Sara Palmer","201 Hale Ave","Brooklyn, NY 11208","1952-01-07","315-865-4548","America/New_York",40.68207,-73.88116
3201,"Roberta Powell","900 E 149th St","Bronx, NY 10455","1992-05-16","516-895-1831","America/New_York",40.81502,-73.91724
3202,"Melissa Wright","494A Ovington Ave","Brooklyn, NY 11209","1986-11-26","838-208-3563","America/New_York",40.63457,-74.02729
3203,"Elizabeth Rodriguez","1273 E 16th St","Brooklyn, NY 11230","1947-12-26","315-693-6281","America/New_York",40.62483,-73.95825
3204,"Danny Pitts","207 E 87th St","Manhattan, NY 10128","1986-01-02","914-879-0266","America/New_York",40.78160,-73.95678
3205,"Jessica Davis","89-33 81st Rd","Ridgewood, NY 11385","1956-04-05","516-355-6097","America/New_York",40.70516,-73.85785
3206,"Justin Richards","83-47 214th St","Queens Village, NY 11427","1977-12-25","631-565-0591","America/New_York",40.72712,-73.75387
3207,"Keith Hernandez","595 SW Park Ln","Los Angeles, CA 90292","1998-03-31","909-875-3276","America/Los_Angeles",34.11410,-118.40680
3208,"Brittany Snyder","1381A Hobart Ave","Bronx, NY 10461","1983-12-02","917-928-1140","America/New_York",40.83845,-73.83063
3209,"Katelyn Gonzalez","2313 E Maple Dr","Lansing, MI 48933","1996-06-10","269-281-7266","America/Detroit",42.71420,-84.56010
3210,"Lisa Chavez","2045 Rear Pacific St","Brooklyn, NY 11233","1963-05-12","315-506-0215","America/New_York",40.67641,-73.90749
3211,"Amanda Fisher","1405 S Park Rd","Rosemount, MN 55068","1962-08-16","763-335-0350","America/Chicago",44.74660,-93.06610
3212,"Jessica Jennifer Kennedy","2862 Park Ln","Berwyn, IL 60402","1967-10-15","630-289-7167","America/Chicago",41.84330,-87.79090
3213,"Alexandria White","481 W 148th St","Manhattan, NY 10031","1967-06-15","716-810-2473","America/New_York",40.82670,-73.95007
3214,"Amy Smith","10-86 Watjean Ct","Far Rockaway, NY 11691","1995-06-09","631-987-8816","America/New_York",40.59669,-73.75855
3215,"Oscar Salazar","1273A Bergen St","Brooklyn, NY 11213","1984-07-07","516-380-9323","America/New_York",40.67488,-73.93693
3216,"Ryan Medina","249B W 57th St","Manhattan, NY 10019","1952-11-28","914-391-1644","America/New_York",40.76802,-73.99217
3217,"Mark Wilson","1229 Rear Mcdonald Ave","Brooklyn, NY 11230","1993-07-05","838-607-1370","America/New_York",40.62029,-73.97609
3218,"Connie Ortiz","1528 SW Park Ln","Albany, NY 12208","1961-12-13","914-562-5504","America/New_York",42.66640,-73.79870
3219,"Amber Carolyn Johnson","79A Martense St","Brooklyn, NY 11226","1977-06-28","516-496-4736","America/New_York",40.65153,-73.95149
3220,"Michael Valenzuela","1395 Rhinelander Ave","Bronx, NY 10461","1986-10-27","838-231-2614","America/New_York",40.85555,-73.85476
3221,"Amanda Cook","2804 N Park Dr","Corpus Christi, TX 78401","1953-03-31","832-941-7079","America/Chicago",27.72540,-97.37670
3222,"Kimberly Schneider","110-13 N Conduit Ave","South Ozone Park, NY 11420","1981-01-05","315-887-1770","America/New_York",40.66627,-73.82614
3223,"Dana Lopez","2959 13th Ln E","Redland, MD 20877","1977-01-20","667-956-5300","America/New_York",39.13390,-77.14640
3224,"David Duncan","7733 Narrows Ave","Brooklyn, NY 11209","1994-01-09","516-929-0567","America/New_York",40.62802,-74.03975
3225,"Christopher Barron","1105 E 34th St","Brooklyn, NY 11210","1959-05-23","516-496-4528","America/New_York",40.62081,-73.94188
3226,"Patricia Mccoy","193 W 71st St","Manhattan, NY 10023","1949-03-09","585-829-7688","America/New_York",40.77980,-73.98481
3227,"Gerald Palmer","974 N 1st Way","Racine, WI 53406","1984-02-12","262-508-3888","America/Chicago",42.72740,-87.81350
3228,"Stephanie Baker","759 Aspen St","Commerce City, CO 80022","2001-01-04","970-748-1172","America/Denver",39.86410,-104.84300
3229,"Lisa Larsen","3095 Ave W","Brooklyn, NY 11229","2001-10-14","585-618-2927","America/New_York",40.59695,-73.94517
3230,"Catherine Gonzales","1667 E Park Way","San Buenaventura, CA 93001","1958-03-20","408-732-4281","America/Los_Angeles",34.27410,-119.23140
3231,"Jennifer Davis","3659 Cypress St SE","Los Angeles, CA 91504","1971-08-20","323-611-7095","America/Los_Angeles",34.11410,-118.40680
3232,"Shawn Jensen","2100A Fulton St","Brooklyn, NY 11233","1949-09-30","516-516-8273","America/New_York",40.67851,-73.93100
3233,"Jennifer Johnson","1860A Barnes Ave","Bronx, NY 10462","1951-05-16","516-361-0564","America/New_York",40.85043,-73.86204
3234,"Jacob Bautista","6041G Amboy Rd","Staten Island, NY 10309","1968-10-26","607-243-3146","America/New_York",40.52381,-74.20421
3235,"Hector Dunlap","3872A Broadway","Manhattan, NY 10032","1946-12-19","332-999-8284","America/New_York",40.83639,-73.94542
3236,"Patricia Sweeney","1412 S Dogwood Ave","Cary, NC 27560","1990-05-27","336-360-4568","America/New_York",35.78190,-78.81950
3237,"Ryan Clark","638 Thwaites Pl","Bronx, NY 10467","1970-04-05","914-559-7578","America/New_York",40.85882,-73.87015
3238,"Lee Knight","110 W 68th St","Manhattan, NY 10023","1978-09-25","315-229-3010","America/New_York",40.77447,-73.98111
3239,"Sean Evans","334B Myrtle Ave","Brooklyn, NY 11205","1961-07-20","716-658-0709","America/New_York",40.69411,-73.97321
3240,"Christopher Tran","3058 Park Ln","Blaine, MN 55434","1961-06-13","952-588-4759","America/Chicago",45.16960,-93.20770
3241,"Brian Barker","4130 18th Ave","Brooklyn, NY 11230","1984-03-12","516-479-8757","America/New_York",40.63072,-73.97393
3242,"Joshua Rivera Jr.","3520 Rear Edson Ave","Bronx, NY 10466","1949-07-21","315-731-9807","America/New_York",40.88525,-73.84663
3243,"Mary Lynch","287B 2nd Ave","Manhattan, NY 10003","1956-07-02","680-680-3791","America/New_York",40.72481,-73.99072
3244,"Jody Ashley White","141 E 94th St","Brooklyn, NY 11212","1989-06-25","680-364-4317","America/New_York",40.65814,-73.92622
3245,"Lindsay Thompson","35-3 Tennis Pl","Forest Hills, NY 11375","1945-06-21","838-864-8198","America/New_York",40.71871,-73.84798
3246,"Ryan Bradshaw","63-55 Grand Central Pkwy","Forest Hills, NY 11375","1984-01-24","585-853-4147","America/New_York",40.72038,-73.83888
3247,"Ethan Jones","230 Seneca Ave","Ridgewood, NY 11385","1956-04-23","516-844-4747","America/New_York",40.70544,-73.90150
3248,"Paul Johnson","216 SE Park St","Midland, TX 79707","1999-09-17","409-963-8110","America/Chicago",32.02430,-102.11470
3249,"Christian Wright","552 Redwood Pl N","San Jose, CA 95117","1959-05-20","669-245-4499","America/Los_Angeles",37.30120,-121.84800
3250,"David Green","2653 N Maple Dr","Philadelphia, PA 19115","1984-10-28","570-346-9588","America/New_York",40.00770,-75.13390
3251,"Matthew Dickerson Jr.","137-25 78th Dr","Flushing, NY 11367","1947-06-05","516-253-1857","America/New_York",40.71825,-73.82368
3252,"Wendy Johnson","2017 68th Ave S","Tampa, FL 33602","1947-12-08","689-588-8348","America/New_York",27.99450,-82.44470
3253,"Jason Golden","1065 Rear Liberty Ave","Brooklyn, NY 11208","1976-07-04","838-498-9769","America/New_York",40.67767,-73.86916
3254,"Mary Flores","437½ Pulaski St","Brooklyn, NY 11221","1954-10-02","838-728-1978","America/New_York",40.69407,-73.93279
3255,"Emily Clark","226 Park Ln","Fremont, OH 43420","1973-06-23","326-546-5746","America/New_York",41.35350,-83.11470
3256,"Susan Goodman","575 3rd Ave E","Orlando, FL 32803","1995-08-14","561-698-3020","America/New_York",28.47730,-81.33700
3257,"Rodney Pacheco","551A Ave C","Brooklyn, NY 11218","1993-01-18","516-751-7272","America/New_York",40.64085,-73.97896
3258,"Glenda Henderson","3159B Jerome Ave","Bronx, NY 10468","1963-04-09","631-825-9119","America/New_York",40.87418,-73.89030
3259,"Leah Harris","2-45 Astoria Blvd","Astoria, NY 11102","1969-12-14","845-327-0508","America/New_York",40.77186,-73.92959
3260,"Jamie Nguyen","97 W Burnside Ave","Bronx, NY 10453","1992-02-02","347-892-2160","America/New_York",40.85451,-73.90767
3261,"Frank King","249W Canal St","Manhattan, NY 10013","1950-04-26","716-922-7865","America/New_York",40.71703,-74.00661
3262,"Robert Huff III","1620 SW 13th St","Mathiston, MS 39752","1952-05-27","601-933-3153","America/Chicago",33.53910,-89.12750
3263,"Karen Stevens","125 Elmwood Ave","Brooklyn, NY 11230","1988-08-18","680-665-0071","America/New_York",40.62742,-73.97362
3264,"James Mcfarland","1493 W 4th St","Brooklyn, NY 11204","1992-09-17","716-947-2839","America/New_York",40.60998,-73.97785
3265,"David Winters Jr.","88-7 64th Rd","Rego Park, NY 11374","1978-06-06","838-914-9889","America/New_York",40.72206,-73.85864
3266,"Angelica Hernandez","3447 Netherland Ave","Bronx, NY 10463","1982-07-26","838-715-8027","America/New_York",40.88631,-73.91228
3267,"Amber Green","1764B E Tremont Ave","Bronx, NY 10460","1963-06-08","838-325-2065","America/New_York",40.84260,-73.87854
3268,"Douglas Gonzalez","5820A 13th Ave","Brooklyn, NY 11219","1953-01-23","631-641-5484","America/New_York",40.63702,-73.99347
3269,"Jesse Fuller","2346 Rear Baychester Ave","Bronx, NY 10475","1942-01-14","585-976-4063","America/New_York",40.86822,-73.82958
3270,"Stacey Brown","2204 E 60th Pl","Brooklyn, NY 11234","1958-06-23","315-368-6797","America/New_York",40.61130,-73.91136
3271,"James Brown","65 St Nicholas Terrace","Manhattan, NY 10027","1967-09-22","585-789-7881","America/New_York",40.81269,-73.95149
3272,"Lisa King","665 Sackett St","Brooklyn, NY 11217","1996-02-23","516-961-9453","America/New_York",40.67798,-73.98874
3273,"Barbara Morris","637 E 2nd St","Brooklyn, NY 11218","1970-11-10","845-456-5657","America/New_York",40.63191,-73.97730
3274,"Andrea Oneal","3015 Park Ave","Victorville, CA 92394","1982-11-08","530-645-3423","America/Los_Angeles",34.52770,-117.35360
