customerid,name,address,citystatezip,birthdate,phone,timezone,lat,long
3829,"James Fields","623-18 Meehan Ave","Far Rockaway, NY 11691","1997-07-24","516-233-8966","America/New_York",40.59911,-73.74279
3830,"Randy Williams","116-60 Exeter St","Forest Hills, NY 11375","1952-11-05","585-320-0740","America/New_York",40.71758,-73.85450
3831,"Samantha Carlson","1261B Clay Ave","Bronx, NY 10456","1949-11-19","516-640-5225","America/New_York",40.83800,-73.91006
3832,"Heather Lozano","1680 Tenbroeck Ave","Bronx, NY 10461","1980-09-21","315-769-4548","America/New_York",40.84880,-73.84898
3833,"Ashley Cross","5 Reeve Pl","Brooklyn, NY 11218","1949-12-22","315-317-8887","America/New_York",40.65323,-73.97525
3834,"David Rowland","326 Pleasant Ave","Manhattan, NY 10035","1950-02-24","929-495-3901","America/New_York",40.79731,-73.93301
3835,"Thomas Johns Jr.","3557 88th Dr","Guaynabo, PR 00965","1963-04-30","521-410-4012","America/Puerto_Rico",18.38320,-66.11340
3836,"Sarah Rivera","183 E 86th St","Manhattan, NY 10028","1957-08-06","585-300-7591","America/New_York",40.78076,-73.95926
3837,"Ronald Baker","2355A Powell Ave","Bronx, NY 10462","1944-10-13","680-574-6497","America/New_York",40.83166,-73.85202
3838,"Jody Thompson","53-25 97th St","Corona, NY 11368","1995-05-02","914-827-5916","America/New_York",40.73945,-73.87023
3839,"Timothy Martinez","2807A Jerome Ave","Bronx, NY 10468","1993-08-15","212-568-4646","America/New_York",40.87471,-73.89890
3840,"Jennifer Rodriguez","168 22nd St","Brooklyn, NY 11232","1953-08-12","680-438-6326","America/New_York",40.66266,-73.99846
3841,"Tammy Baker","1157A E 213th St","Bronx, NY 10469","1982-01-31","332-984-4456","America/New_York",40.87752,-73.85222
3842,"Gregory Caldwell","35-12 204th St","Bayside, NY 11361","1944-03-17","680-614-5612","America/New_York",40.76933,-73.77936
3843,"Sarah Holt","94-13 40th Rd","Elmhurst, NY 11373","1964-05-09","716-491-9340","America/New_York",40.74808,-73.87183
3844,"Benjamin Pugh","235 Joralemon St","Brooklyn, NY 11201","1958-07-10","315-753-9291","America/New_York",40.69261,-73.99004
3845,"Ashley Thompson","80-9 Cowles Ct","Middle Village, NY 11379","1958-01-16","914-711-5772","America/New_York",40.71918,-73.87372
3846,"Tyler Lewis","3512 Ocean Ave","Brooklyn, NY 11235","1982-03-21","516-972-4899","America/New_York",40.58117,-73.94993
3847,"Marissa Cooley","4315 12th Ave","Largo, FL 33770","1968-05-23","561-686-1604","America/New_York",27.90880,-82.77120
3848,"Joshua Mueller","1185 Lexington Ave","Manhattan, NY 10028","1951-06-05","838-709-8153","America/New_York",40.77925,-73.95785
3849,"Linda Reese","1722 Rear Jerome Ave","Bronx, NY 10453","1960-01-05","516-477-8187","America/New_York",40.84973,-73.91044
3850,"Jeffrey Barnes","2914 Gar Frederick Douglass Blvd","Manhattan, NY 10039","1997-01-14","516-844-9632","America/New_York",40.83220,-73.93692
3851,"Andrew Deleon","718 E 160th St","Bronx, NY 10456","1973-05-07","585-572-7790","America/New_York",40.82092,-73.90561
3852,"Christine Rios","342 99th St","Brooklyn, NY 11209","1948-07-09","315-529-1033","America/New_York",40.61459,-74.03317
3853,"Kelly Carrillo","1455 Bath Ave","Brooklyn, NY 11228","1953-10-08","631-239-4634","America/New_York",40.60681,-74.01145
3854,"Tony Jones","1092 52nd St","Brooklyn, NY 11219","1991-10-12","315-297-4727","America/New_York",40.63546,-73.99722
3855,"Cynthia Ramirez","3548 N 6th Dr","Difficult Run, VA 22181","1978-07-17","276-799-7352","America/New_York",38.90160,-77.34710
3856,"Jeremy Jones","475A E 170th St","Bronx, NY 10456","1960-01-20","914-430-2337","America/New_York",40.83758,-73.89761
3857,"Allen Blackwell","114-44 14th Ave","College Point, NY 11356","1972-06-20","631-435-4752","America/New_York",40.78654,-73.84287
3858,"Maxwell Gray","1840 E Apache Ave","Phoenix, AZ 85307","1965-07-08","480-991-7510","America/Phoenix",33.57220,-112.08920
3859,"Ashley Kristina Alvarez","786A N Oak Dr","Bronx, NY 10467","1966-01-17","315-936-7354","America/New_York",40.87332,-73.86448
3860,"Keith Collins","208 Gar E 115th St","Manhattan, NY 10029","2001-08-13","917-751-6972","America/New_York",40.79757,-73.93494
3861,"Jon Young","6117 24th Ave","Brooklyn, NY 11204","1943-03-06","516-510-4735","America/New_York",40.61261,-73.97612
3862,"Jeremy Frazier","1447 E Tremont Ave","Bronx, NY 10460","1983-05-08","838-376-0352","America/New_York",40.84263,-73.86787
3863,"Sarah Shaw","4365 Wickham Ave","Bronx, NY 10466","1966-04-18","585-842-2773","America/New_York",40.89590,-73.84876
3864,"David Perez","86-79 211th St","Queens Village, NY 11427","1979-09-29","914-594-5535","America/New_York",40.72626,-73.75752
3865,"Richard Miller III","1132 Manor Ave","Bronx, NY 10472","1990-01-17","838-228-6047","America/New_York",40.83199,-73.87705
3866,"Joseph Thompson","93-55 55th Ave","Elmhurst, NY 11373","1951-10-27","716-418-7522","America/New_York",40.73495,-73.86973
3867,"Chad Chen","2475 Park Ave W","Yorkville, WI 53177","1961-08-09","920-217-9930","America/Chicago",42.71550,-88.00970
3868,"William Gutierrez","1901 3rd Ave","Manhattan, NY 10029","1964-09-10","716-554-0542","America/New_York",40.79723,-73.94751
3869,"Julie Porter","1746A Kings Highway","Brooklyn, NY 11229","1947-08-07","516-839-9429","America/New_York",40.61063,-73.95398
3870,"Nancy Long","4237 4th Dr","Baton Rouge, LA 70815","1987-12-16","985-962-1806","America/Chicago",30.44200,-91.13110
3871,"Paul Santiago","25-93 Bell Blvd","Bayside, NY 11360","1987-04-20","680-962-8098","America/New_York",40.77609,-73.77545
3872,"Jill Davidson","1444A Watson Ave","Bronx, NY 10472","1960-09-13","212-555-2187","America/New_York",40.82716,-73.87629
3873,"Russell Poole","473 W 160th St","Manhattan, NY 10032","1957-07-08","631-253-6947","America/New_York",40.83531,-73.94548
3874,"Whitney Alvarez","1679 N 6th St","Burlington, VT 05408","1989-07-01","802-955-1629","America/New_York",44.48760,-73.23160
3875,"Vicki Adams","320 Walsh Ct","Brooklyn, NY 11230","1981-01-29","838-764-3975","America/New_York",40.62808,-73.97387
3876,"Clayton Boyer","3005 SW 1st Rd","Purdy, MO 65734","1991-12-14","816-762-8831","America/Chicago",36.81870,-93.92060
3877,"Louis Garcia","83-48 Lefferts Blvd","Kew Gardens, NY 11415","1969-10-06","332-464-0645","America/New_York",40.70189,-73.82892
3878,"Heather Arnold","1232B Clay Ave","Bronx, NY 10456","1968-04-14","315-270-4441","America/New_York",40.83643,-73.90820
3879,"Phillip Williams Jr.","68-22 Hull Ave","Maspeth, NY 11378","1961-07-24","631-483-5777","America/New_York",40.72771,-73.89585
3880,"Gerald Wade","300A E 138th St","Bronx, NY 10454","1956-01-09","914-332-5673","America/New_York",40.80879,-73.90873
3881,"John Buck","189-61 43rd Rd","Flushing, NY 11358","1996-09-10","585-906-9120","America/New_York",40.75706,-73.79119
3882,"Jonathan Nolan II","610 11th Way E","San Juan, PR 00924","1965-12-06","521-375-5302","America/Puerto_Rico",18.39850,-66.06100
3883,"Eric Foster","346 46th St","Brooklyn, NY 11220","1988-01-09","516-621-2358","America/New_York",40.64484,-74.00821
3884,"Danielle Gonzalez","1497 St Nicholas Ave","Manhattan, NY 10033","1979-10-07","516-752-7335","America/New_York",40.85272,-73.93647
3885,"Matthew Mcneil","772A Washington Ave","Brooklyn, NY 11238","1956-03-09","607-649-1943","America/New_York",40.68686,-73.96285
3886,"Scott Rubio","1 Plaza St W","Brooklyn, NY 11217","1939-07-10","315-256-0399","America/New_York",40.67402,-73.97151
3887,"Sam Hayes Jr.","89-37 84th St","Woodhaven, NY 11421","1960-07-28","917-914-5041","America/New_York",40.68787,-73.85750
3888,"Kathleen Burgess","511A New York Ave","Brooklyn, NY 11225","1951-07-18","315-440-6907","America/New_York",40.66888,-73.94794
3889,"Traci Shepard","1526 Ave L","Brooklyn, NY 11230","1990-01-07","315-793-8973","America/New_York",40.62102,-73.95771
3890,"Andrew Weaver","1476A White Plains Rd","Bronx, NY 10462","1953-02-16","838-794-3417","America/New_York",40.85117,-73.86550
3891,"Gregory Prince","2043 Union St","Brooklyn, NY 11212","1957-06-28","631-574-5401","America/New_York",40.66450,-73.92098
3892,"Stephen Johnson","2160 N Park Ln","Poway, CA 92064","1959-01-08","408-612-8446","America/Los_Angeles",32.98710,-117.02010
3893,"Jack Valentine","3765A Hylan Blvd","Staten Island, NY 10308","1983-06-19","332-893-5928","America/New_York",40.55145,-74.14134
3894,"Vanessa Powell","809A Seneca Ave","Ridgewood, NY 11385","2000-11-16","516-368-6882","America/New_York",40.70293,-73.91041
3895,"Julie Gonzales","2866 NW 8th St","Philadelphia, PA 19136","1973-11-13","717-763-9352","America/New_York",40.00770,-75.13390
3896,"Misty Brewer","280 Lamberts Ln","Staten Island, NY 10314","1998-08-04","516-828-8676","America/New_York",40.61479,-74.16043
3897,"Jessica Navarro","174 Convent Ave","Manhattan, NY 10031","1961-05-12","315-745-1529","America/New_York",40.82341,-73.94524
3898,"Lauren Diaz","478 Clinton Ave","Brooklyn, NY 11238","1957-02-20","212-458-9381","America/New_York",40.68386,-73.96683
3899,"Ashley Davis","73D E Broadway","Manhattan, NY 10002","1966-08-15","518-622-4081","America/New_York",40.71433,-73.99177
3900,"Amanda Mcdowell","3223 SE 8th Ln","El Mirage, AZ 85335","1977-02-22","928-365-6870","America/Phoenix",33.59050,-112.32710
3901,"Samantha Garcia","1743 10th Dr","Greensboro, NC 27455","1987-09-11","828-966-8290","America/New_York",36.09560,-79.82710
3902,"Margaret Bennett","1448 Harrod Ave","Bronx, NY 10472","1966-02-03","838-939-3853","America/New_York",40.83324,-73.87500
3903,"Ernest Obrien","3224 8th Ave","Alafaya, FL 32825","1956-12-01","754-765-0349","America/New_York",28.52800,-81.18680
3904,"Jeffrey Medina IV","953A Kelly St","Bronx, NY 10459","1955-06-23","914-992-8673","America/New_York",40.82561,-73.89590
3905,"Jose Fox","4591 NW Maple Pl","Scranton, PA 18503","1945-08-26","412-226-3186","America/New_York",41.40440,-75.66490
3906,"Thomas Nelson","3846 SE Park Dr","Reno, NV 89519","1983-10-31","702-401-0143","America/Los_Angeles",39.54970,-119.84830
3907,"Tyler Young","2087 Dogwood Dr N","Memphis, TN 38120","1987-09-12","865-650-8516","America/Chicago",35.10870,-89.96630
3908,"Denise Lane","249-45 61st Ave","Little Neck, NY 11362","1973-08-11","838-283-5335","America/New_York",40.75804,-73.72668
3909,"Katrina Wood","2935 Arlington Ave","Bronx, NY 10463","1994-02-03","716-386-9832","America/New_York",40.88182,-73.91207
3910,"Daniel Spears","100 SE 8th Dr","New York, NY 10017","1956-09-20","332-365-2149","America/New_York",40.69430,-73.92490
3911,"Eddie Barr","128 W 9th Ave","Citrus Park, FL 33556","1985-12-25","352-296-3980","America/New_York",28.07300,-82.56280
3912,"Derrick Buchanan","2134 Vyse Ave","Bronx, NY 10460","1977-11-08","516-888-0251","America/New_York",40.83533,-73.88187
3913,"Stephanie Meyer","1059 SW Park Ln","Denton, TX 76207","1967-12-22","903-542-9076","America/Chicago",33.21750,-97.14180
3914,"Cindy Cherry","2673A Valentine Ave","Bronx, NY 10458","1966-12-08","914-586-3714","America/New_York",40.85888,-73.89344
3915,"Nicole Castro","53 Ctr Market St","Brooklyn, NY 11236","1944-06-13","838-683-0714","America/New_York",40.64413,-73.91582
3916,"Evan Perez","27-25 92nd St","East Elmhurst, NY 11369","1969-05-10","516-615-1542","America/New_York",40.76856,-73.87603
3917,"Kristen Price","770 Park Ln","Greenville, SC 29609","1946-08-05","803-452-3640","America/New_York",34.83540,-82.36460
3918,"Lori Alicia Oconnell","132 E Broadway","Manhattan, NY 10002","1986-10-20","516-920-5719","America/New_York",40.71450,-73.98909
3919,"Timothy Thompson","688 E 227th St","Bronx, NY 10466","1983-05-15","838-255-9182","America/New_York",40.88701,-73.85914
3920,"Adrian Castillo","103 SW Park Ave","San Francisco, CA 94114","1949-11-26","619-609-0398","America/Los_Angeles",37.75580,-122.44490
3921,"Mary Young","1387 61st St","Brooklyn, NY 11219","1951-10-21","315-592-2238","America/New_York",40.62651,-73.99589
3922,"Christian Hawkins","86-2 178th St","Jamaica, NY 11432","1964-03-11","315-600-1333","America/New_York",40.71421,-73.78354
3923,"William Cortez","293 E 58th St","Brooklyn, NY 11203","1979-04-15","680-630-3407","America/New_York",40.64953,-73.92236
3924,"Stephen Munoz","4567 Dogwood Way","Louisburg, NC 27549","1992-01-07","704-412-7991","America/New_York",36.09860,-78.30090
3925,"Kristen Cunningham","4758 S Park Pl","Omaha, NE 68022","1964-01-18","308-706-1346","America/Chicago",41.26270,-96.05290
3926,"Mary Edwards","40 Varick Ave","Brooklyn, NY 11237","1988-02-07","718-273-2679","America/New_York",40.71177,-73.92923
3927,"Victoria Stephenson","255 SE 7th St","Los Alamitos, CA 90720","1964-10-09","415-806-2131","America/Los_Angeles",33.79710,-118.05920
3928,"Francisco Wilson","169R Warren St","Brooklyn, NY 11201","1990-06-20","838-250-5223","America/New_York",40.68739,-73.99832
3929,"April Ramsey","3356 NW Park Ave","Queens, NY 11433","1992-12-16","631-410-1943","America/New_York",40.74980,-73.79760
3930,"James Owens","4384 Cypress Rd E","San Francisco, CA 94133","1963-09-18","341-434-8394","America/Los_Angeles",37.75580,-122.44490
3931,"Mark Miller","35-12 35th St","Astoria, NY 11106","1982-01-01","838-886-1699","America/New_York",40.76264,-73.92551
3932,"Brandon Rich","1150 Cedar Dr","Los Angeles, CA 90248","1979-10-08","909-708-1815","America/Los_Angeles",34.11410,-118.40680
3933,"Jasmine Shields","61-49 Grand Ave","Maspeth, NY 11378","1958-04-12","631-690-1965","America/New_York",40.72661,-73.88856
3934,"Patricia Smith","108-22 171st Pl","Jamaica, NY 11433","1988-10-07","516-383-4879","America/New_York",40.69759,-73.78398
3935,"Karina Williams","114A W 136th St","Manhattan, NY 10030","1965-04-08","315-427-4768","America/New_York",40.81638,-73.94125
3936,"Devin Walsh","35-60 29th St","Astoria, NY 11106","1978-05-25","716-732-8106","America/New_York",40.75789,-73.93210
3937,"Jennifer Sara Howe","119-57 Guy R Brewer Blvd","Jamaica, NY 11434","1988-05-04","315-338-2641","America/New_York",40.65777,-73.78387
3938,"Mark Cruz Jr.","2407B Mermaid Ave","Brooklyn, NY 11224","1970-04-18","914-357-7060","America/New_York",40.57585,-73.98315
3939,"Christopher Fleming","142-3 Northern Blvd","Flushing, NY 11354","2000-10-18","516-531-2899","America/New_York",40.76412,-73.83320
3940,"Karen Simon","66-44 Fresh Pond Rd","Ridgewood, NY 11385","1957-11-11","716-528-7985","America/New_York",40.71184,-73.89458
3941,"Laura Gibson","2966 11th Pl","Washington, DC 20012","1964-10-10","771-321-7780","America/New_York",38.90470,-77.01630
3942,"Cassandra Mary Dominguez","1002 Park Dr","Snohomish, WA 98290","1988-07-19","509-725-2811","America/Los_Angeles",47.92760,-122.09690
3943,"Calvin Manning","3865B Glenwood Rd","Brooklyn, NY 11210","1963-10-26","838-856-9266","America/New_York",40.63398,-73.94390
3944,"David Stewart","3678 8th Rd NW","Pontiac, MI 48341","1960-01-08","906-236-6038","America/Detroit",42.64930,-83.28780
3945,"Aimee Williams","38-50 9th St","Long Island City, NY 11101","1972-01-06","212-426-9517","America/New_York",40.75501,-73.94561
3946,"Jon Brown","3778 SE 5th St","Vero Beach South, FL 32968","1960-04-27","239-907-4852","America/New_York",27.61320,-80.41630
3947,"Whitney Kelly Newman","42-11 Elbertson St","Elmhurst, NY 11373","1962-03-21","680-358-3459","America/New_York",40.74514,-73.87583
3948,"William Arias Jr.","735 Ovington Ave","Brooklyn, NY 11228","1998-04-03","332-259-5188","America/New_York",40.62881,-74.01593
3949,"Kristin Williams","48 Kermit Pl","Brooklyn, NY 11218","1989-12-05","917-485-9484","America/New_York",40.64857,-73.97292
3950,"Carolyn Parsons","2065A Van Hoesen Ave","Bronx, NY 10461","1973-12-30","585-653-5081","America/New_York",40.85697,-73.85081
3951,"Lauren Smith","266 Graff Ave","Bronx, NY 10465","1960-12-04","516-548-2791","America/New_York",40.81412,-73.82346
3952,"William Arellano","38-7 Vernon Blvd","Long Island City, NY 11101","1996-03-20","585-834-6977","America/New_York",40.75860,-73.94567
3953,"Craig Moore","631-1 Grand St","Brooklyn, NY 11211","1962-06-17","914-808-5952","America/New_York",40.71398,-73.94105
3954,"Amanda Fitzgerald","1076B E Tremont Ave","Bronx, NY 10460","1978-10-03","838-414-0300","America/New_York",40.84322,-73.88711
3955,"Shannon Rios","45-37 100th St","Corona, NY 11368","1964-03-25","838-548-4176","America/New_York",40.74373,-73.86044
3956,"Walter Jones","3408 Park Ln E","Modesto, CA 95358","1976-08-20","408-989-5277","America/Los_Angeles",37.63750,-121.00280
3957,"Steven Juarez","384 W 205th St","Manhattan, NY 10034","1997-08-05","516-200-9509","America/New_York",40.86315,-73.91838
3958,"Valerie Anderson","75B Targee St","Staten Island, NY 10304","1961-05-12","585-798-8079","America/New_York",40.60210,-74.09058
3959,"Anne Young","1480 NE Park Ln","New York, NY 11239","1997-04-21","315-620-3098","America/New_York",40.69430,-73.92490
3960,"Brandon Bell","1757D E 177th St","Bronx, NY 10472","1937-12-29","212-730-8405","America/New_York",40.83521,-73.86512
3961,"Angela Mccarty","1269 NW 10th Ln","Houston, TX 77094","1981-01-31","956-854-5591","America/Chicago",29.78600,-95.38850
3962,"Charles Smith","2904 Broadway","Manhattan, NY 10025","2000-02-04","929-602-0137","America/New_York",40.79148,-73.97315
3963,"Kenneth Jones","249-54 Thornhill Ave","Little Neck, NY 11362","1991-11-05","716-440-5434","America/New_York",40.75852,-73.73575
3964,"Michael Turner","1643 Monroe Ave","Bronx, NY 10457","1939-10-30","315-260-5811","America/New_York",40.84638,-73.90659
3965,"Diana Lambert","93-1 Patchen Ave","Brooklyn, NY 11221","2000-01-03","315-807-1323","America/New_York",40.69171,-73.92804
3966,"Logan Green","892 Bergen St","Brooklyn, NY 11238","1936-05-29","838-296-1558","America/New_York",40.67867,-73.96282
3967,"Lauren Jennings","34 Decatur St","Brooklyn, NY 11216","1959-12-12","838-993-5336","America/New_York",40.68013,-73.93976
3968,"Katherine Hubbard","421 Henry St","Brooklyn, NY 11201","1978-10-13","516-772-9911","America/New_York",40.69679,-73.99570
3969,"Timothy Mcknight","495 Rear 59th St","Brooklyn, NY 11220","1967-11-23","838-423-3941","America/New_York",40.63738,-74.01920
3970,"Heather Smith","3415 NW 13th Pl","North Little Rock, AR 72116","1958-07-29","870-250-3149","America/Chicago",34.78070,-92.23710
3971,"Amy Smith","3007D Westchester Ave","Bronx, NY 10461","1951-06-21","680-481-8221","America/New_York",40.84505,-73.84220
3972,"Steven Flores Jr.","243A Monahan Ave","Staten Island, NY 10314","1983-06-07","838-379-4352","America/New_York",40.59138,-74.15397
3973,"Bridget Burns","241B Oder Ave","Staten Island, NY 10304","1989-12-02","585-456-0531","America/New_York",40.60495,-74.08562
3974,"David Dyer","45 W 35th St","Manhattan, NY 10001","1960-06-17","516-336-3951","America/New_York",40.75258,-73.98924
3975,"Brian Stewart","142-32 60th Ave","Flushing, NY 11355","1958-10-05","838-251-6588","America/New_York",40.74108,-73.82550
3976,"Joseph Burnett","184 9th Ave S","San Francisco, CA 94130","1980-07-01","805-528-0632","America/Los_Angeles",37.75580,-122.44490
3977,"Gene Roberts","234-44 Braddock Ave","Queens Village, NY 11428","1993-07-15","631-490-5705","America/New_York",40.72832,-73.73299
3978,"Tammy Mack","407 Apache Rd E","Lake Havasu City, AZ 86406","1952-11-25","928-542-6170","America/Los_Angeles",34.50060,-114.31130
3979,"Shannon Tamara Hall","4050 NW 1st Way","Nampa, ID 83687","1954-05-06","986-264-4254","America/Boise",43.58440,-116.56380
3980,"Mark Garza","96A W 89th St","Manhattan, NY 10024","1952-07-03","838-398-9262","America/New_York",40.79108,-73.97372
3981,"Michelle Hall","3796 7th Ln W","Woodlake, VA 23112","1998-12-01","757-309-1604","America/New_York",37.42150,-77.67830
3982,"Christopher Hernandez","4292 SW Park Rd","Seattle, WA 98104","1975-03-05","509-492-6955","America/Los_Angeles",47.62110,-122.32440
3983,"Angela Cummings","99-82 211th Pl","Queens Village, NY 11429","1981-12-25","914-987-2312","America/New_York",40.71297,-73.74775
3984,"Kevin Baldwin","1316A Gillespie Ave","Bronx, NY 10461","1980-02-19","212-546-8960","America/New_York",40.84308,-73.83021
3985,"Christopher Mcdonald","2032 Jerome Ave","Bronx, NY 10453","1956-11-01","315-442-4701","America/New_York",40.84799,-73.90971
3986,"Jeffrey Murray","236 Seaver Ave","Staten Island, NY 10305","1969-09-28","914-903-1024","America/New_York",40.57980,-74.08731
3987,"Eileen Harris","1403B Ogden Ave","Bronx, NY 10452","1964-06-06","332-782-1507","America/New_York",40.83426,-73.92791
3988,"David Gould","36-45 Junction Blvd","Corona, NY 11368","1956-01-30","716-935-3844","America/New_York",40.75140,-73.87010
3989,"Patricia Vasquez","1662B St Nicholas Ave","Manhattan, NY 10040","1986-06-06","516-725-3973","America/New_York",40.85705,-73.92898
3990,"Steven Martinez","97-8 Pennyfield Ave","Bronx, NY 10465","1992-10-15","585-319-6254","America/New_York",40.81168,-73.80453
3991,"Elizabeth Hamilton","27-86 Bell Blvd","Bayside, NY 11360","1968-01-08","516-425-7655","America/New_York",40.77980,-73.77740
3992,"Blake Stout","445A E 138th St","Bronx, NY 10454","1954-09-18","934-641-6104","America/New_York",40.80977,-73.90990
3993,"Michael Howell","1719 Ave P","Brooklyn, NY 11229","1951-03-12","680-766-5385","America/New_York",40.61068,-73.96047
3994,"Jeffery Mcdonald","172B E 86th St","Manhattan, NY 10028","1985-10-18","518-496-2141","America/New_York",40.77652,-73.95508
3995,"Steven Hall","103 Kane St","Brooklyn, NY 11231","1958-05-22","585-797-0400","America/New_York",40.68694,-73.99799
3996,"Adam Levy","4179 E 10th Dr","Logansport, IN 46947","1956-10-03","765-625-6166","America/Indiana/Indianapolis",40.74720,-86.35200
3997,"Roger Nash","185-35 Jordan Ave","Saint Albans, NY 11412","1948-11-04","680-582-6859","America/New_York",40.70010,-73.76643
3998,"Angela Murphy","341A 1st Ave","Manhattan, NY 10003","1987-05-18","315-997-4463","America/New_York",40.72486,-73.98773
3999,"Joseph Ramsey","413 Dogwood Ln W","Eden, NC 27288","1985-01-13","980-774-8572","America/New_York",36.50270,-79.74120
4000,"Stacy Price","2072 W Dogwood Rd","Kingsland, GA 31548","1983-07-04","470-914-1548","America/New_York",30.81940,-81.72160
4001,"Breanna King","280 Beach 69th St","Arverne, NY 11692","1979-06-13","516-244-2091","America/New_York",40.59207,-73.79761
4002,"Michael Reed","3790 9th Ln","Chula Vista, CA 91910","1976-04-04","858-745-7498","America/Los_Angeles",32.62810,-117.01440
4003,"Ryan Gibson","349 21st St","Brooklyn, NY 11215","1999-02-26","516-660-2243","America/New_York",40.66002,-73.99205
4004,"Renee Tricia Hood","3198A Bay View Ave","Brooklyn, NY 11224","1975-05-31","607-219-9061","America/New_York",40.57827,-74.00549
4005,"Monica Robinson","2925 Fulton St","Brooklyn, NY 11207","1953-06-27","516-758-7055","America/New_York",40.67781,-73.88834
4006,"Alicia Quinn","2378N Valentine Ave","Bronx, NY 10458","1984-03-31","516-905-4723","America/New_York",40.86354,-73.88568
4007,"Desiree Hayes","1695 Amsterdam Ave","Manhattan, NY 10031","1970-03-22","607-607-5603","America/New_York",40.82317,-73.94673
4008,"Deborah Cortez","914 Ralph Ave","Brooklyn, NY 11203","1993-08-10","838-613-4224","America/New_York",40.64347,-73.92074
4009,"Marcia Silva","117-36 135th St","South Ozone Park, NY 11420","1982-11-22","315-319-5060","America/New_York",40.67637,-73.80740
4010,"James Mendez","110 E 7th St","Manhattan, NY 10009","1958-11-04","914-684-8551","America/New_York",40.72332,-73.98328
4011,"Julie Nelson","131-2 102nd Ave","South Richmond Hill, NY 11419","1963-01-20","838-538-1605","America/New_York",40.69272,-73.81407
4012,"Henry Pena","16 E 96th St","Manhattan, NY 10128","1986-12-18","680-947-9903","America/New_York",40.78523,-73.94587
4013,"Timothy Huffman","238 W 71st St","Manhattan, NY 10023","1970-05-22","585-294-5848","America/New_York",40.77677,-73.98342
4014,"Heather Lambert","806 S Maple Rd","Lansing, MI 48906","1959-03-03","586-538-7638","America/Detroit",42.71420,-84.56010
4015,"Brenda Rivera","3224 SE Willow Ave","San Buenaventura, CA 93004","1975-12-24","279-883-6127","America/Los_Angeles",34.27410,-119.23140
4016,"Daniel Cruz","3142 SW Magnolia Way","Gardere, LA 70820","1953-11-06","985-531-0154","America/Chicago",30.35820,-91.13460
4017,"Benjamin Clark","1594 Sedgwick Ave","Bronx, NY 10453","1970-10-17","631-663-4262","America/New_York",40.85554,-73.91846
4018,"Steven Williams","4516 S 9th Pl","Baltimore, MD 21239","1995-02-04","667-640-3262","America/New_York",39.30510,-76.61440
4019,"Gregory Murray","68 Graham Ave","Brooklyn, NY 11206","1940-03-18","680-639-8879","America/New_York",40.70348,-73.94294
4020,"Karen Shaw","297B 2nd Ave","Manhattan, NY 10003","1999-03-16","680-857-6040","America/New_York",40.72852,-73.99045
4021,"Carlos Lopez","2443 Nostrand Ave","Brooklyn, NY 11210","1960-08-29","646-663-2562","America/New_York",40.62823,-73.94567
4022,"Jerome Edwards","4085 SW Park Pl","Edgewood, TX 75117","1960-09-14","936-721-8080","America/Chicago",32.69430,-95.88330
4023,"Margaret Peters","463 Lighthouse Ave","Staten Island, NY 10306","1983-05-29","516-876-5867","America/New_York",40.57695,-74.13504
4024,"Zachary York","4367 Park Ln NE","Rochester, NY 14615","1970-09-15","315-293-9629","America/New_York",43.16800,-77.61620
4025,"Glenn Baker","2376B Jerome Ave","Bronx, NY 10468","1994-01-24","680-593-6460","America/New_York",40.87169,-73.89388
4026,"Victor Moss","135-42 Alwick Rd","South Ozone Park, NY 11420","1989-06-28","585-856-7813","America/New_York",40.67301,-73.80190
4027,"Travis Alvarez","1126 Park Rd E","Nissequogue, NY 11780","1986-09-10","914-636-7073","America/New_York",40.90230,-73.19230
4028,"Janet Harris","2506A Adam Clayton Powell Jr Blvd","Manhattan, NY 10039","1943-06-16","516-598-4118","America/New_York",40.82230,-73.93662
4029,"Michelle Mckay","3275 NE Dogwood Rd","Charlotte, NC 28134","1996-03-31","743-974-0059","America/New_York",35.20830,-80.83030
4030,"Eddie Johnson","47 Pulaski St","Brooklyn, NY 11206","1992-11-08","315-804-0002","America/New_York",40.69307,-73.94861
4031,"Thomas Zimmerman","2772 Park Way","Mahopac, NY 10541","1950-08-03","838-503-4667","America/New_York",41.36880,-73.74140
4032,"James Merritt","418A Nugent Ave","Staten Island, NY 10305","1986-12-13","332-454-6513","America/New_York",40.58057,-74.08357
4033,"Anna Fowler","2485B Crotona Ave","Bronx, NY 10458","1963-04-07","914-814-8833","America/New_York",40.85543,-73.88260
4034,"Lisa Ball","2512 NE Maple Ave","Braddock, PA 15104","1970-04-17","215-968-8213","America/New_York",40.40180,-79.86890
4035,"Brenda Lisa Goodman","247 W 120th St","Manhattan, NY 10027","1962-03-11","716-498-0657","America/New_York",40.80945,-73.96057
4036,"Sabrina Welch","81-60 Furmanville Ave","Middle Village, NY 11379","1943-01-18","315-970-1863","America/New_York",40.71705,-73.86641
4037,"Nicholas Phillips","90-5 84th St","Woodhaven, NY 11421","1996-07-18","212-618-7679","America/New_York",40.68599,-73.85743
4038,"Amanda Santiago","179 Park Ave W","Dallas, TX 75229","1959-01-04","830-759-3830","America/Chicago",32.79350,-96.76670
4039,"Russell Arroyo Jr.","1639 St Nicholas Ave","Manhattan, NY 10040","1980-08-08","347-925-1102","America/New_York",40.85363,-73.92864
